상품ID,카테고리명,상품명,가격,Image URL
788937,식탁의자,"도노 스칸디 식탁의자(2개입,2종/택1)",209000,https://image.hanssem.com/hsimg/gds/1050/788/788937_A1.jpg?v=20250205094905
1054794,식탁,도노 내추럴 세라믹 와이드4인 타원식탁세트 (컴피의자4 포함),937000,https://image.hanssem.com/hsimg/gds/1050/1054/1054794_A1.jpg?v=20250908100847
1118338,식탁,"리브업 모션 리빙다이닝 6인 라운지세트(180벤치, 90벤치, 코너벤치 포함)",2710000,https://image.hanssem.com/hsimg/gds/1050/1118/1118338_A1.jpg?v=20250926151207
1118341,식탁,리브업 모션 리빙다이닝 와이드4인 베이직세트(180벤치 포함),1810000,https://image.hanssem.com/hsimg/gds/1050/1118/1118341_A1.jpg?v=20250926151207
883388,주방수납장,모디 주방수납 틈새장 25/30cm (2종 택1),187980,https://image.hanssem.com/hsimg/gds/1050/883/883388_A1.jpg?v=20250911100014
1024472,식탁,"투티 4인 낮은 식탁세트(스틸의자2, 벤치1 포함)",648000,https://image.hanssem.com/hsimg/gds/1050/1024/1024472_A1.jpg?v=20250917141508
613223,주방수납장,키친온 렌지대 수납형 높은장 (2종/택1),406000,https://image.hanssem.com/hsimg/gds/1050/613/613223_A1.jpg?v=20250908100853
891264,식탁,"(new시즌컬러)  포레 컴포트 4인 베이직세트 (벤치1, 원목의자2 포함)",739000,https://image.hanssem.com/hsimg/gds/1050/891/891264_A1.jpg?v=20250908100848
705828,식탁,도노 세라믹 6인 식탁(의자미포함),559000,https://image.hanssem.com/hsimg/gds/1050/705/705828_A1.jpg?v=20250908100847
1082447,식탁,볼릭 세라믹 와이드4인 식탁 1600(의자 미포함),1139000,https://image.hanssem.com/hsimg/gds/1050/1082/1082447_A1.jpg?v=20250808095949
1060154,주방수납장,[특가~9/29]1+1 모로 3단 트롤리 화이트,35900,https://image.hanssem.com/hsimg/gds/550/1060/1060154_A1.jpg?v=20250915132053
1057909,식탁,우디 필로티 원목 식탁세트 4인 1400(우디의자4 포함),844000,https://image.hanssem.com/hsimg/gds/1050/1057/1057909_A1.jpg?v=20250908100851
1064858,식탁,위드 세라믹 와이드4인 식탁세트 1600(슬림의자4포함),719000,https://image.hanssem.com/hsimg/gds/1050/1064/1064858_A1.jpg?v=20250911100014
1050987,식탁,도노 어반 리빙다이닝 와이드4인 베이직세트 (180벤치 포함),1633000,https://image.hanssem.com/hsimg/gds/1050/1050/1050987_A1.jpg?v=20250627091427
185741,주방수납장,머그 아일랜드 주방수납장(의자 미포함),209000,https://image.hanssem.com/hsimg/gds/1050/185/185741_A1.jpg?v=20250908100853
1084736,식탁,위드 세라믹 와이드 4인 식탁세트 1600 (위드라운드의자4포함),839000,https://image.hanssem.com/hsimg/gds/1050/1084/1084736_A1.jpg?v=20250908100848
909235,식탁,도노 엣지 세라믹 식탁 6인용(의자미포함),689000,https://image.hanssem.com/hsimg/gds/1050/909/909235_A1.jpg?v=20250908100847
819872,"식탁, 식탁의자",포레 컴포트 2인 소파벤치세트 (식탁미포함),670000,https://image.hanssem.com/hsimg/gds/1050/819/819872_A1.jpg?v=20250908100849
1117455,식탁의자,ABS 다용도스툴(2종/택1),69900,https://image.hanssem.com/hsimg/gds/1050/1117/1117455_A1.jpg?v=20250919092902
920466,식탁,도노 어반 세라믹 식탁세트 와이드4인용(어반의자4 포함),1328000,https://image.hanssem.com/hsimg/gds/1050/920/920466_A1.jpg?v=20250627092325
992307,식탁의자,위든 식탁의자,109000,https://image.hanssem.com/hsimg/gds/1050/992/992307_A1.jpg?v=20250911100014
1084732,식탁의자,위드 라운드 식탁의자 2개입 (2종/택1),195000,https://image.hanssem.com/hsimg/gds/1050/1084/1084732_A1.jpg?v=20250908100848
1054790,식탁,도노 내추럴 세라믹 와이드4인 식탁세트 (스칸디의자2. 벤치1 포함),867000,https://image.hanssem.com/hsimg/gds/1050/1054/1054790_A1.jpg?v=20250908100847
1057910,식탁,우디 필로티 원목 식탁세트 4인 1400(어반의자4 포함),1373000,https://image.hanssem.com/hsimg/gds/1050/1057/1057910_A1.jpg?v=20240927135100
823615,식탁,포레 컴포트 4인 식탁세트 (PP의자4 포함),469000,https://image.hanssem.com/hsimg/gds/1050/823/823615_A1.jpg?v=20250908100848
923647,식탁,미나 스틸 반타원 2인 1000 식탁,229000,https://image.hanssem.com/hsimg/gds/1050/923/923647_A1.jpg?v=20250908100849
992774,식탁,바흐 701 인칸토 4인 세라믹 식탁 1350 고급형 (의자 미포함),1449000,https://image.hanssem.com/hsimg/gds/1050/992/992774_A1.jpg?v=20250901142843
1080063,식탁의자,[특가~9/29]PP 디자인 스툴 1+1 (3종/택1),39900,https://image.hanssem.com/hsimg/gds/550/1080/1080063_A1.jpg?v=20250915132052
1061830,식탁,라모 원목 6인 세라믹 타원형식탁 1750 (의자미포함),1139000,https://image.hanssem.com/hsimg/gds/1050/1061/1061830_A1.jpg?v=20240708153955
909233,식탁,[55딜]도노 엣지 세라믹 식탁 4인용(의자미포함),550000,https://image.hanssem.com/hsimg/gds/550/909/909233_A1.jpg?v=20250908100847
928605,주방수납장,라임 주방수납 단독하부장 80cm (2종 택1),258180,https://image.hanssem.com/hsimg/gds/1050/928/928605_A1.jpg?v=20250908100852
993753,식탁,유로 604 로쉬 식탁 1600,831000,https://image.hanssem.com/hsimg/gds/1050/993/993753_A1.jpg?v=20250221101103
1053439,식탁의자,(아울렛) 유로503 디아고 이노레더 식탁의자,67000,https://image.hanssem.com/hsimg/gds/550/1053/1053439_A1.jpg?v=20250923125637
819866,식탁,포레 컴포트 6인 식탁세트(원목의자4 포함),619000,https://image.hanssem.com/hsimg/gds/1050/819/819866_A1.jpg?v=20250908100848
819871,식탁,포레 컴포트 4인 식탁 (의자 미포함),259000,https://image.hanssem.com/hsimg/gds/1050/819/819871_A1.jpg?v=20250908100849
1082446,식탁,볼릭 세라믹 4인 식탁 1400(의자 미포함),1088000,https://image.hanssem.com/hsimg/gds/1050/1082/1082446_A1.jpg?v=20250808095949
823617,식탁의자,포레 컴포트 PP 식탁의자(2개입),105000,https://image.hanssem.com/hsimg/gds/1050/823/823617_A1.jpg?v=20250911100014
1057899,식탁,우디 슬릿 6인 1700식탁(의자 미포함),966000,https://image.hanssem.com/hsimg/gds/1050/1057/1057899_A1.jpg?v=20250226145238
1024463,식탁,투티 4인 낮은 식탁(의자미포함),318000,https://image.hanssem.com/hsimg/gds/1050/1024/1024463_A1.jpg?v=20250917142439
1118318,식탁의자,리브업 2520 라운지벤치 세트,1680000,https://image.hanssem.com/hsimg/gds/1050/1118/1118318_A1.jpg?v=20250926151207
1024709,식탁의자,블랑 체어/스툴 (4종/택1),32900,https://image.hanssem.com/hsimg/gds/550/1024/1024709_A1.jpg?v=20250915132053
1118340,식탁,"리브업 세라믹 모션 리빙다이닝 6인 라운지세트(180벤치, 90벤치, 코너벤치 포함)",3030000,https://image.hanssem.com/hsimg/gds/1050/1118/1118340_A1.jpg?v=20250926151207
993170,식탁의자,유로503 디아고 이노레더 암체어,125000,https://image.hanssem.com/hsimg/gds/1050/993/993170_A1.jpg?v=20240805154156
954678,주방수납장,라임 주방수납 가전수납장 80cm (와인잔걸이 미포함) (2종 택1),485160,https://image.hanssem.com/hsimg/gds/1050/954/954678_A1.jpg?v=20250908100853
1024465,식탁의자,투티 스틸 1인 식탁의자(2종/택1),110000,https://image.hanssem.com/hsimg/gds/1050/1024/1024465_A1.jpg?v=20250917142249
883384,주방수납장,모디 주방수납 하부장 100cm 수납형 (4종 택1),326820,https://image.hanssem.com/hsimg/gds/1050/883/883384_A1.jpg?v=20250908100852
