상품ID,카테고리명,상품명,가격,Image URL,부가_설명
977671,판넬바스,[특가~9/29]밀란 프레임우드,2760000,https://image.hanssem.com/hsimg/gds/1050/977/977671_A1.jpg?v=20250905095137,"밀란7 프레임우드  스톤 질감을 그대로 살린 벽판과 슬림한 프레임이 돋보이는 우드 수납장의 조화로 미니멀 + 내추럴 스타일의 욕실입니다.  내추럴한 스타일의 욕실 미니멀하면서도 모던 내추럴 분위기를 주는 공간입니다. 유지 관리가 간편한 컬러의 패널로 오랫동안 질리지 않고, 세련된 가족 욕실로 유지할 수 있습니다.  욕실 무드를 완성하는 LED 조명 거울 타원형 조명 거울은 디밍 기능이 있어 전면의 터치 스위치로 원하는 빛의 밝기를 조절해 사용할 수 있습니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
1064601,판넬바스,밀란 1 마이티,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064601_A1.jpg?v=20240724081423,"밀란1 마이티  다양한 패턴의 휴판넬과 친환경 HIPS 소재의 욕실 수납장,
거울을 조합하여 나에게 맞는 욕실을 매치해 보세요.
다양한 분위기를 연출할 수 있는 욕실 시리즈입니다.  넉넉한 수납력을 가진 마이티 1200 슬라이딩장 가로600 모듈 2개를 연결하면 슬라이딩 도어를 적용할 수 있어 넉넉한 수납이 가능한 슬라이딩장이 됩니다. 하부 오픈 선반도 2개를 연결할 수 있습니다.  이동이 가능한 소품 수납함 & 상하부 LED 간접 조명 내부에는 이동이 가능한 수납함으로 수납용품 종류와 사이즈에 맞춰 공간을 활용할 수 있습니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
1064274,판넬바스,밀란 5 카라라 화이트,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064274_A1.jpg?v=20240724081423,"밀란5 카라라화이트  플레인 화이트 판넬과 카라라 패턴의 판넬을 매치하여 밝고 화사하게 연출한 모던 클래식 스타일의 욕실입니다. 심플한 몰딩 디자인의 수납장과 원형 세면이가 특징입니다.  카라라 화이트 상부장 수납과 동시에 거울 역할까지 가능한 여닫이 상부장으로 효율적인 공간 사용이 가능합니다. 1200mm 너비로 부족함 없이 수납이 가능합니다.  카라라 화이트 하부장 몰딩 디자인의 하부장이 욕실에 우아함을 더해줍니다. 넉넉한 사이즈의 하부장에 대형 사이즈의 욕실 용품들을 깔끔하게 수납할 수 있습니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
1001350,타일바스,유로5 타임리스,견적상담,https://image.hanssem.com/hsimg/gds/1050/1001/1001350_A1.jpg?v=20240724080842,유로5 타임리스  간결한 마감재에 블랙 크롬 수전을 사용해 포인트를 준 욕실입니다. 언제나 사랑받는 모던 스타일로 시간이 지나도 변함없이 단정한 욕실을 연출하세요.  다양한 구성의 프리미엄 수납장과 슬림 간접조명 다양한 규격과 개폐방식의 상부장으로 기본 사이즈부터 대형 사이즈의 욕실까지. 나에게 꼭 맞는 수납장으로 우리 집 맞춤 설계가 가능합니다.  고급스럽고 간결한 욕실 연출이 가능한 젠다이와 벽걸이형 세면대 한샘 젠다이 키트를 이용해 손쉽게 젠다이를 설치해 보세요. 젠다이로 선반 활용도를 높이고 벽걸이형 세면기를 사용한다면 더욱 깔끔한 욕실 공간을 완성할 수 있습니다.  욕실의 포인트가 되어주는 블랙크롬 수전 & 악세서리 우아한 블랙 크롬 컬러의 수전과 악세서리가 욕실의 포인트가 되어줍니다.
1018692,판넬바스,[특가~9/29]마이티 실속패키지 (1+1 욕실패키지),2793560,https://image.hanssem.com/hsimg/gds/1050/1018/1018692_A1.jpg?v=20250811102453,"밀란1 마이티 실속패키지 (욕실 패키지 + 욕실 액세서리 3종 세트)  다양한 패턴의 휴판넬과 친환경 HIPS 소재의 욕실 수납장,
거울을 조합하여 나에게 맞는 욕실을 매치해 보세요.
다양한 분위기를 연출할 수 있는 욕실 시리즈입니다.  넉넉한 수납력을 가진 마이티 1200 슬라이딩장 가로600 모듈 2개를 연결하면 슬라이딩 도어를 적용할 수 있고, 하부에도 오픈 선반 2개를 연결할 수 있습니다. *벽 선반은 1개가 기본 구성입니다. (디자이너 상담 후 추가 설치 가능)  이동이 가능한 소품 수납함 + 상하부 LED 간접 조명 내부에는 이동이 가능한 수납함으로 수납용품 종류와 사이즈에 맞춰 공간을 활용할 수 있습니다. *LED 간접 조명은 디자이너 상담 후 설치 가능하며 추가 비용 발생합니다  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
796031,판넬바스,[특가~9/29]밀란3  낭트,2168000,https://image.hanssem.com/hsimg/gds/1050/796/796031_A1.jpg?v=20250916145616,"밀란3 낭트  부드러운 아이보리톤과 다크 모카 컬러의 조합을 담은 공간입니다. 자연의 패턴을 그대로 담은 스타일로
세미 모던 스타일의 욕실을 연출하세요.  욕실을 더욱 넓어 보이게 만드는 낭트 플랩장 넉넉한 수납공간을 자랑하는 120cm 너비의 대형 플랩장입니다. 정갈하고 세련된 느낌의 켄트 오크 패턴과 욕실을 더욱 넓어 보이게 만드는 거울 도어의 조합입니다.  따뜻한 컬러의 LED 간접 조명 한샘 LED 간접 조명은 욕실을 한층 더 근사하게 만들어 줍니다. 비각형 디자인으로 슬립하기에 플랩장 하단에 설치하여 깔끔하게 연출할 수 있습니다. *추가비용 발생, 상담 시 안내드립니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 친환경 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
1064577,판넬바스,유로 5 매트오크,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064577_A1.jpg?v=20240724081423,"유로5 매트오크  자연 그대로를 느낄 수 있는 스톤재질의 벽과 우드결의 질감이 디자인을 완성하고, 스톤/우드 소재의 조화로운 매치가 특징인 내추럴 스타일의 욕실입니다.  내추럴 질감이 살아있는 매트 오크 상부장, 하부장 자연 그대로의 결이 살아있는 욕실 도어장을 만나보세요. 컴팩트한 사이즈의 가로 400 상부장으로 알차게 수납 가능하며, 오픈선반, 도어장이 구분된 하부장으로 체계적인 정리도 가능합니다.  매트 오크 비정형 조명 거울 조약돌을 모티브로 한 비정형 형태의 간접조명 거울은 공간을 아늑하고 따뜻하게 만들어줍니다. 가로 600, 1100 두가지 사이즈로 우리 집 욕실에 맞게 설치하세요.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
1064580,판넬바스,유로 5 매니쉬모던,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064580_A1.jpg?v=20240724081423,"유로5 매니쉬 모던  그레이 톤의 테라조 패턴 벽 판넬과 블랙 컬러의 수납장을 매치하여 중후한 남성적인 멋이 은은하게 느껴지는 욕실입니다. 다크그레이 미러 유리 도어가 분위기를 품격있게 연출해 줍니다.  매니쉬 모던 면도경 LED 조명 거울 LED 간접 조명 거울에 원형 면도경을 결합한 기능성 아이템입니다. 면도경은 상하좌우 이동이 가능하며 편리하게 사용 가능합니다. 은은하게 퍼지는 간접조명으로 무드 있는 욕실을 연출하세요.  매니쉬 모던 상부장, 하부장 다크 미러 유리를 적용한 상부장 도어는 거울 효과를 내주며 공간을 더욱 품격있게 완성합니다. 넉넉한 사이즈의 하부장은 청소 용품들을 깔끔하게 수납할 수 있으며, 확장형 설계가 가능합니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
760459,판넬바스,[특가~9/29]밀란3 피에트라,2168000,https://image.hanssem.com/hsimg/gds/1050/760/760459_A1.jpg?v=20250904150603,"밀란3 피에트라  웅장한 대리석 패턴을 합리적 가격에 담은 욕실입니다. 무게감 있는 그레이 욕실에 미니멀한 디자인의 블랙 포인트를 준 트렌디한 공간입니다.  스타일을 더해주는 플랩장 블랙 전면의 막힘없는 거울 도어는 좁은 공간을 더욱 넓어 보이게 합니다. 욕실 수납공간은 편리하고 수납 공간이 충분합니다.  최신 트렌드를 반영한 신규 판넬 고가 인테리어 마감재에 속하는 대형 대리석 타일의 패턴을 판넬에 적용한 피에트라 판넬입니다. 판넬과 컬러에서 오는 분위기가 욕실에 품격을 더해줍니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
760460,판넬바스,[특가~9/29]밀란 리버화이트,2152000,https://image.hanssem.com/hsimg/gds/1050/760/760460_A1.jpg?v=20250905095034,"밀란3 리버화이트  오랜 시간이 지나도 지루하지 않고 
유행에 민감하지 않은 자연스러운
욕실 공간을 만나보세요.  컴팩트한 원도어 슬라이딩장 수납 문제를 깔끔하게 해결해 주는 원도어 슬라이딩장. 슬라이딩장은 아이들도 쉽게 사용할 수 있습니다. 도어 개폐 시 차지하는 공간도 적어 소형 욕실 공간에 실용적입니다.  오랫동안 사랑받을 리얼 스톤 디자인 마감재 끊임없이 이어지는 자연스러운 마블 패턴이 욕실 공간을 더욱 시원하고 넓어 보이게 연출해 줍니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
991796,판넬바스,[특가~9/29]유로3 글램모던,3199200,https://image.hanssem.com/hsimg/gds/1050/991/991796_A1.jpg?v=20250922100351,"유로3 글램모던  통일감 있는 톤 온 톤 그레이 스타일의 편안한 모던 스타일 욕실. 모션센서를 이용한 LED 삼면경 안에서 새로운 나의 모습을 만나보세요.  욕실 전면을 환하게 빛내는 LED 삼면경 상부장 하부 모션센서를 이용하여 별도 스위치 없이 ON/OFF할 수 있고, 가벼운 손동작으로 제어가 가능합니다. 따뜻한 색온도로 아름다운 분위기를 연출합니다.  컴팩트한 디자인의 글램모던 하부장 컴팩트 보드를 이용하여 도어와 상판재질에 통일감을 주어 군더더기 없는 디자인을 선보입니다. 수건걸이형 상판으로 편리함까지 더한 하부장입니다. *하부장은 세트 연출컷으로, 상담 후 추가 결제 가능합니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 친환경 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
1069027,타일바스,멜란지,견적상담,https://image.hanssem.com/hsimg/gds/1050/1069/1069027_A1.jpg?v=20240724134406,"멜란지  자연스러운 패턴, 고급스러운 질감의 트레버틴 스톤과 깔끔한 톤온톤 스타일링이 매력적인 프리미엄 욕실입니다. 공간에 맞게 조합할 수 있는 다양한 수납 모듈과 아이템들로 나만의 특별한 욕실을 연출해 보세요.  고급스러운 트레버틴 타일을 톤온톤 스타일링 감도 높은 프리미엄 욕실 새로운 욕실 트렌드로 떠오른 트레버틴 타일에 유사한 컬러감의 매그놀리아 수납장을 매치해 편안하고 깔끔한 톤온톤 스타일링을 완성합니다.  욕실 규격에 맞게, 내 취향에 맞게 맞춤 설계 & 맞춤 시공 욕실에 맞춰 설계하는 맞춤 제작 상판과 불필요한 공간을 최소화하는 하부장 시공, 다양한 수전과 프리미엄 세면기 옵션까지. 일반 욕실 규격에 프리미엄 욕실을 연출할 수 있어요.  최고급 자재로 내구성을 더한 프리미엄 욕실 수납장 습기에 강한 소재에 단단한 한샘 스톤 LUX 상판을 적용한 수납장. 부엌/수납 도어와 동일한 매그놀리아 컬러 시트를 사용해 깔끔한 패밀리룩을 연출할 수 있습니다."
785808,판넬바스,[550만원딜 특가]퓨어화이트&글램모던&무드 부엌+욕실+수납 3PKG,5519660,https://image.hanssem.com/hsimg/gds/1050/785/785808_A1.jpg?v=20250919160726,"키친, 바스, 수납 3PKG  한샘이 제안하는 패키지 솔루션으로 우리집에서 꼭 필요한 공간만 바꾸고 확 달라진 우리집을 경험하세요.  밀란100 퓨어화이트 가장 기본적인 부엌 이미지를 연출하기 좋은 스타일. 순백색의 화이트 컬러로 어떤 인테리어에도 잘 어울리는 도어입니다.  소비자들이 선호하는 BEST 컬러 깨끗하고 세련된 화이트 부엌은 공간을 더욱 밝고 넓어 보이게 하며, 어떤 스타일의 인테리어에도 자연스럽게 어울립니다. 심플하면서도 현대적인 감각을 살려 우리집의 중심을 완성하세요.  편리하게 관리할 수 있는 유광 도어 펄이 없는 유광 도어로 세련된 광택을 제공하여 공간을 더욱 고급스럽게 연출합니다. 매끄러운 표면 덕분에 먼지나 오염물질이 잘 붙지 않아 쉽게 청결을 유지할 수 있어 관리가 편리합니다.  유로3 글램모던 통일감 있는 톤 온 톤 그레이 스타일의 편안한 모던 스타일 욕실. 모션센서를 이용한 LED 삼면경 안에서 새로운 나의 모습을 만나보세요.  욕실 전면을 환하게 빛내는 LED 삼면경 상부장 하부 모션센서를 이용하여 별도 스위치 없이 ON/OFF할 수 있고, 가벼운 손동작으로 제어가 가능합니다. 따뜻한 색온도로 아름다운 분위기를 연출합니다.  컴팩트한 디자인의 글램모던 하부장 컴팩트 보드를 이용하여 도어와 상판재질에 통일감을 주어 군더더기 없는 디자인을 선보입니다. 수건걸이형 상판으로 편리함까지 더한 하부장입니다. *하부장은 세트 연출컷으로, 상담 후 추가 결제 가능합니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  베이직 무드 붙박이장 화이트, 베이지 어떤 공간에도 잘 어울리며, 플랫한 디자인의 부드러운 컬러감이 돋보이는 베이직 무드 붙박이장을 만나보세요.  화사한 무드 화이트 컬러 어떠한 인테리어에도 잘 어울리는 무드 화이트 컬러는 공간을 은은하고 화사하게 밝혀줍니다.  따뜻한 무드 베이지 컬러 차분하면서 따뜻한 무드 베이지 컬러는 공간에 온기를 더해주며 훈훈한 인테리어로 연출해 줍니다.  돌출 없는 플랫한 디자인 손잡이가 밖으로 노출 되지 않는 빗각 디자인으로, 벽면과 일체감 있게 어우러지는 모던한 형태입니다.  붙박이장은 단연, 한샘입니다.  안심하고, 옷을 걸 수 있도록 최대 28kg까지 버틸 수 있는 두꺼운 옷걸이 봉을 사용하여 안전성을 높였습니다.  문제없이, 10년을 열고 닫도록 하루 최소 10번은 열고 닫는 문, 45,000번의 개폐 테스트를 통과한 고품질 힌지를 사용하였습니다.  무거워도, 변형과 휘어짐이 없도록 일반적인 자재보다 두꺼운 자재 사용으로 안정감 있고 견고한 제품을 만듭니다.  걱정 없이, 오염과 긁힘에 강하도록 도어 표면자재에 대한 유해성과 물성 테스트를 통과하였습니다.  독보적인 시공력 무려 4-6시간이 소요되는 붙박이장 시공은 높은 수준의 전문성이 요구되며, 시공 품질이 곧 제품의 완성도가 됩니다.  이전 설치 서비스 이사할 때 공간 크기나 가구 배치가 달라져도, 기존 가구를 버리거나 다른 가구를 새로 구매하실 필요가 없습니다. 이전 설치에 대한 고민도 간편하게 해결하세요. * 한샘 이동시공 센터 1522-0468로 문의해 주시면, 가능 여부 및 비용에 대한 정확한 안내를 도와드리겠습니다.  평생 가는 AS 서비스 브랜드를 구매하시는 이유, 간편하고 신뢰도 높은 업계 최고의 AS를 평생 받으실 수 있습니다. 국내 어디든 전문 기사님이 찾아가는 서비스를 경험하세요.  유해물질 걱정 없는 친환경 자재 E0 시공 매일 쓰는 우리 집 가구, 자재등급부터 꼭 따져보세요. 한샘은 전 제품 유해물질 없는 친환경자재 E0만 사용합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
1064600,판넬바스,밀란 3 낭트,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064600_A1.jpg?v=20240724081423,"밀란3 낭트  부드러운 아이보리톤과 다크 모카 컬러의 조합을 담은 공간입니다.
자연의 패턴을 그대로 담은 스타일로
세미 모던 스타일의 욕실을 연출하세요.  욕실을 더욱 넓어 보이게 만드는 낭트 플랩장 넉넉한 수납공간을 자랑하는 120cm 너비의 대형 플랩장입니다. 정갈하고 세련된 느낌의 켄트 오크 패턴과 욕실을 더욱 넓어 보이게 만드는 거울 도어의 조합입니다.  따뜻한 컬러의 LED 간접 조명 한샘 LED 간접 조명은 욕실을 한층 더 근사하게 만들어 줍니다. 비각형 디자인으로 슬립하기에 플랩장 하단에 설치하여 깔끔하게 연출할 수 있습니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
1064581,판넬바스,유로 3 글램모던,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064581_A1.jpg?v=20240724081423,"유로3 글램모던  통일감 있는 톤 온 톤 그레이 스타일의 편안한 모던 스타일 욕실. 모션센서를 이용한 LED 삼면경 안에서 새로운 나의 모습을 만나보세요.  욕실 전면을 환하게 빛내는 LED 삼면경 상부장 하부 모션센서를 이용하여 별도 스위치 없이 ON/OFF할 수 있고, 가벼운 손동작으로 제어가 가능합니다. 따뜻한 색온도로 아름다운 분위기를 연출합니다.  컴팩트한 디자인의 글램모던 하부장 컴팩트 보드를 이용하여 도어와 상판재질에 통일감을 주어 군더더기 없는 디자인을 선보입니다. 수건걸이형 상판으로 편리함까지 더한 하부장입니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
1064276,판넬바스,유로3 갤러리 홈,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064276_A1.jpg?v=20240724081423,"유로5 갤러리 홈  미술관을 모티브로 한 화이트톤의 벽과 바닥의 깨끗한 무드 욕실입니다. 포인트 욕실 아이템들로 차별화된 공간을 만듭니다.  컬러 포인트의 세면 수전, 거울 선반 투톤 컬러 수전, 포인트 선반으로 세면 공간을 더욱 돋보이게 합니다.  오브제 같은 스탠딩 세면기 슬림한 디자인의 스탠딩 세면기는 하나의 오브제와 같이 욕실에 아름다움을 더해 줍니다. 조명 거울과의 조합으로 욕실을 더욱 개성 있게 연출해 보세요.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
1069024,타일바스,뮤트,견적상담,https://image.hanssem.com/hsimg/gds/1050/1069/1069024_A1.jpg?v=20240724133514,"뮤트 매끄럽게 떨어지는 SEAMLESS 마감재와 화사하고 깔끔한 화이트 톤 스타일링으로 트렌드와 가격 경쟁력을 동시에 챙긴 20~30평대의 욕실에서 가장 선호하는 플랜입니다.  20~30평대 기본 욕실에 적합한
깔끔 & 트렌디한 구성 화이트 톤과 매끄러운 심리스 마감재의 깔끔한 스타일링, 일반 사이즈 욕실에서 가장 선호하는 젠다이 & 반조적 파티션 플랜으로 트렌디하고 깔끔한 구성을 제안합니다.  대세감과 가격 경쟁력을 동시에 갖춘 아이템 인테리어 업계에서 가장 주목 받는 패턴의 마감재와 고급스러운 분위기를 연출하는 조명거울, 세련된 니켈수전으로 대세감을 살리고, 리얼 스톤 느낌의 엔지니어드 스톤을 사용해 완성도 높은 욕실을 완성합니다.  우리집 욕실에 꼭 맞춘 욕실장 라인업 수납량에 따라 사이즈를 선택할 수 있는 상부장과 슬림한 두께의 볼 세면기와 결합된 하부장으로 우리집 욕실에 꼭 맞춘 간결한 수납을 완성합니다."
785810,판넬바스,[550만원딜 특가]유로화이트&리버화이트 부엌+바스 2PKG,5505600,https://image.hanssem.com/hsimg/gds/1050/785/785810_A1.jpg?v=20250919155904,"키친,바스 2PKG  한샘이 제안하는 패키지 솔루션으로 우리집에서 꼭 필요한 공간만 바꾸고 확 달라진 우리집을 경험하세요.  유로300 유로 광택감이 살아있어 깔끔한 무드가 돋보이는 스타일로 유로를 대표하는 스탠다드 모델입니다.  맑은 광택감의 화사한 유광 주방 은은한 진주펄이 더해져 유리와 같은 광택감이 감도는 유로 화이트 도어  쉬운 유지 관리 오염물이 쉽게 착색되지 않아 유지관리가 쉬운 유광 코팅 표면  밀란3 리버화이트 오랜 시간이 지나도 지루하지 않고 유행에 민감하지 않은 자연스러운 욕실 공간을 만나보세요.  컴팩트한 원도어 슬라이딩장 수납 문제를 깔끔하게 해결해 주는 원도어 슬라이딩장. 슬라이딩장은 여닫이형에 비해 아이들도 쉽게 사용할 수 있습니다. 도어 개폐 시 차지하는 공간도 적어 소형 욕실 공간에 실용적입니다.  오랫동안 사랑받을 리얼 스톤 디자인 마감재 끊임없이 이어지는 자연스러운 마블 패턴이 욕실 공간을 더욱 시원하고 넓어 보이게 연출해 줍니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다.  유해물질 걱정 없는 친환경 자재 E0 시공 매일 쓰는 우리 집 가구, 자재등급부터 꼭 따져보세요. 한샘은 전 제품 유해물질 없는 친환경자재 E0만 사용합니다.  쉽게 녹슬지 않아 관리가 쉬워지는 편리성 한샘 바스는 내부 자재, 접착제, 부속 자재까지 E0 등급의 소재를 적용합니다.  원자재 자체가 튼튼하고 충격에 강한 안정성 대리석/유리 강도 테스트를 진행해 충격에 의한 안정성을 검증한 한샘 바스입니다."
1064576,판넬바스,유로 5 뉴트로모던,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064576_A1.jpg?v=20240724081423,"유로5 뉴트로 모던  라이프스타일에 따라 선반을 자유롭게 이동하고, 간편한 수납으로 미니멀한 욕실을 완성합니다. 레트로 무드를 극대화한 나만의 욕실을 연출해 보세요.  뉴트로 모던 조명거울, 악세서리 시리즈 은은하게 퍼지는 빛이 욕실 공간의 디테일 품격을 더해줍니다. 레일 구조의 선반은 간편하게 배치할 수 있어 나만의 레이아웃 연출이 가능합니다.  뉴트로 모던 하부장 타원형 세면볼과 짙은 컬러의 하부장이 레트로 무드를 더해줍니다. 벽면의 일체감 있는 컬러의 하부장 안에 다양한 욕실용품을 편리하게 수납하세요.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
1064585,판넬바스,밀란 7 프레임우드,견적상담,https://image.hanssem.com/hsimg/gds/1050/1064/1064585_A1.jpg?v=20240724081423,"밀란7 프레임우드  스톤 질감을 그대로 살린 벽판과 슬림한 프레임 디자인이 돋보이는 우드 수납장의 조화로 미니멀&내추럴 스타일의 욕실입니다.  수납이 간편한 슬림 스타일의 우드 수납장 프레임 우드 상하부장은 쓰임새에 따라 분류하여 수납이 가능합니다. 자주 쓰는 물품은 상부장에, 청소용품 등은 하부장에 수납하여 편리하게 욕실 환경을 관리할 수 있습니다.  욕실 무드를 완성하는 LED 조명 거울 타원형 조명 거울은 디밍 기능이 있어 전면의 터치 스위치로 원하는 빛의 밝기를 조절해 사용할 수 있습니다.  청소와 관리가 용이한 안전한 욕실 휴플로어, 휴판넬 휴플로어는 특수 엠보싱 표면 가공으로 물에 젖은 상태에서도 미끄럽지 않고 안전하며, 휴판넬은 바닥부터 천장까지 이어지는 대형 판넬로 이음매를 최소화하여 청소와 관리가 용이합니다."
